date,policy_type,start_stop,comments,total_phases,state
2020-03-28,shelter in place,start,State Policy Start,,PA
2020-03-23,non-essential businesses,start,Policy_Details: All government services will be restricted to essential services only   Source information: https://www.vi.gov/wp-content/uploads/2020/03/2020-03.23-12-54pm-Order-Suppl-Exec-Order-re-Restrictions-to-Movement-Gatherings-Operations-of-Business-Govt.-and-Schools-.pdf,,VI
2020-05-18,entertainment,start,"Policy_Details: Arkansas Department of Health Directive related to Governor Asa Hutchinson Executive Order 20-25 (amending EO 20-03): Indoor venues such as theaters, arenas, stadiums, and auction houses that are designed for large groups may reopen on a limited basis for audiences of fewer than 50 and that requires strict social distance among performers, contestants, and members of the audience.  
 Phase Level: 1, Phase Details Source information: https://governor.arkansas.gov/news-media/press-releases/governor-announces-theaters-lecture-halls-other-large-venues-okayed-for-lim, https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-25._._.pdf",3.0,AR
2020-06-01,phase 3,start,"Policy_Details: ""Phase 3 Details
Oklahoma is currently in Phase 3, which began June 1, 2020.

Hair salons, barbershops, spas, nail salons, tattoo parlors, body piercing shops, pet groomers, and similar businesses may now accept walk-ins. 
Overnight summer camps may now resume. See guidance documentation. 
There are no limits to group sizes, provided businesses, event organizers and local officials consider social distancing. 
Businesses may resume unrestricted staffing at worksites. ""   Source information: https://www.okcommerce.gov/covid19/ours-plan/",3.0,OK
2020-05-20,phase 1,start,"Policy_Details: reopen, offices (continue WFH where possible), retail, malls, museums, zoos, outdoor recreation (limited capacity),  restaurants (outdoor only, no bar areas), museums & zoos (outdoor only), university research    Source information: https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7PP.pdf",,CT
2020-05-27,entertainment,start,"Policy_Details: The new order clarifies that generally all businesses that are within the counties that have been moved to the low risk phase are operating if they can meet and adhere to the specific guidelines. For clarity, the order states symptom checking in public and business interactions should happen when feasible. 

The guidance for  K-12 education addresses the resumption of school activities, including sports, under jurisdiction of district and school authorities in adherence to indoor and outdoor guidelines. 

Regarding higher education, campuses may be open for in-person classes with increased cleaning and hygiene regimen.   Source information: https://coronavirus.utah.gov/governor-issues-executive-order-releasing-updated-guidelines-for-low-risk-phase-in-the-utah-leads-together-plan/",,UT
2020-05-01,entertainment,start,"Policy_Details: Businesses, self-care, massage therapy, health and athletic clubs, move theaters, may reopen.

recreation and sports arenas, music and entertainment venues will remain closed until further notice.     Source information: https://www.governor.nd.gov/sites/www/files/documents/executive-orders/Executive%20Order%202020-06.4.pdf",,ND
2020-06-16,shelter in place,start,"Policy_Details: Shelter in Place extended only for those living in nursing homes/similar facilities and/or those who are immunocompromised/have other risk factors (chronic disease, lung problems, obesity, etc.)    Source information: https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders",,GA
2020-04-27,phase 1,start,"Policy_Details: *note: ""phases"" are not used to describe MS reopening but Safer at Home Order Stage 1- Executive Order 1477 by Governor Tate Reeves- shelter in place encouraged to continue for vulnerable populations, gatherings of 10 or more (without social distancing) not allowed, retail to 50%, restaurants/bars still takeout only, personal care/entertainment businesses still closed to the public but allowed minimum operations and curbside/drive through, recreation as allowed in previous order 4/20 remains (parks/beaches open limited basis) Phase Level: 1, Phase Details Source information: https://mcusercontent.com/08cb3e52aa1308600f84d49ea/files/e24a9045-8ab7-4aa0-bb23-bb49d342c816/Executive_Order_1477_Safer_at_Home.pdf",,MS
2020-04-01,shelter in place,start,"Stay at home, effective April 1. Gov. Steve Sisolak had shut down all nonessential businesses and encouraged residents to stay home for weeks before issuing a formal order, codifying a message he had been trying to send for weeks: ""STAY HOME for our State,"" he said on Twitter.",,NV
2020-05-09,outdoor and recreation,start,"Policy_Details: state parks re-open with limited parking, hours of operation, & activities ; recreation establishments (e.g. bowling alleys) & exercise facilities (i.e. gymnasiums, fitness centers) remain closed 

 Phase Level: 1, Phase Details Source information: https://governor.ri.gov/documents/orders/Executive-Order-20-32.pdf",3.0,RI
2020-10-09,phase 2,stop,"Policy_Details: Mayor Bowser issued Order 2020-079 extending state of emergency & public health emergency for D.C.  Phase Level: 2, Phase Details Source information: https://coronavirus.dc.gov/release/mayor-bowser-issues-new-mayor%E2%80%99s-order-masks-extends-public-health-emergency",,DC
2020-05-15,shelter in place,stop,Gov. Hogan to lift stay-at-home order 5/15 https://www.baltimoresun.com/coronavirus/bs-md-pol-stay-at-home-20200513-lzdziypfbrcybmanwqard4tp5u-story.html,,MD
2020-05-04,shelter in place,stop,State Policy End,,FL
2020-10-02,phase 2,stop,"Policy_Details: *phase 2.5 
Governor Roy Cooper signed Executive Order 163 on 9/1: Revised prohibitions and restrictions that move the state in Safer at Home Phase 2.5 measures.
what changes in this order: 
- Mass gathering limits will be increased to 25 people indoors and 50 people outdoors.
- Playgrounds will be allowed to open.
- Museums and aquariums can open at 50% capacity.
- Fitness and competitive physical activity facilities can open at 30% capacity.
- All employers in North Carolina are strongly encouraged to provide face coverings to their employees.
what remains the same: 
- Bars, nightclubs, movie theaters, amusement parks, dance halls and other entertainment facilities will remain closed.
- Restaurants remain subject to capacity limits and other requirements for in-person dining.
- Personal care businesses, such as hair salons, nail salons, barber shops and more remain subject to capacity limits and other requirements.
- Large venues remain subject to the mass gathering limits.
- Wedding receptions and other private events remain subject to the mass gathering limits.
- Face coverings are still required in public.   Source information: https://files.nc.gov/governor/documents/files/EO163-New-Phase-2.5.pdf",,NC
2020-05-08,shelter in place,stop,State Policy End,,RI
2020-04-27,shelter in place,stop,State Policy End,,MT
2020-11-23,outdoor and recreation,stop,"Policy_Details: - Event hosts must require masks of all participants
- No private, recreation, or club sports and athletic events   Source information: https://coronavirus-download.utah.gov/Health/State_of_Emergency.pdf",,UT
2020-05-17,shelter in place,stop,"Policy_Details: Referred to as a ""stay at home"" order, the policy enacted was of Minnesotans remaining home with the exception of ""essential activities"" and exempted activities.   Source information: https://www.leg.mn.gov/archive/execorders/20-20.pdf",4.0,MN
2020-06-12,manufacturing,stop,"Policy_Details: Businesses opening their doors should have operational plants to mitigate risk. 
Gatherings between 10 - 50 people allowed if appropriate measures taken. 
bars can be open.  Nightclubs remain closed. Movie theaters allowed t o open.  Phase Level: 3, Phase Details Source information: https://rebound.idaho.gov/stages-of-reopening/",,ID
2020-06-05,phase 1,stop,"Policy_Details: Edwards announced that Louisiana will be in Phase 1 of reopening from May 15 through June 5. The stay-at-home order will lift, though high-risk individuals are encouraged to stay home. All individuals must wear face coverings, practice good hygiene and maintain six feet of distance from non-household members. Certain nonessential businesses can open with occupancy limits. Employers are encouraged to continue allowing employees to telework whenever possible.
In Phase 1, the following businesses can open at 25% capacity with sanitation protocols and spacing for physical distancing: gyms, fitness centers, theaters, places of worship, barber shops, nail salons, hair salons, bars serving food, casinos and video poker, museums, zoos and aquariums. Massage parlors, bars without food permits, tattoo parlors, amusement parks, contact sports, playgrounds, theme parks, adult entertainment venues and other similar businesses will remain closed. Phase Level: 1, Phase Details Source information: https://gov.louisiana.gov/assets/Proclamations/2020/58-JBE-2020.pdf",3.0,LA
2020-05-04,shelter in place,stop,SAH changed to voluntary on 5/4 with limited reopening of dining https://governor.sc.gov/news/2020-05/gov-henry-mcmaster-lift-work-or-home-order-may-4th,,SC
2020-12-30,phase 3,stop,"Policy_Details: Governor Noem restates the State of Emergency for South Dakota Phase Level: 3, Phase Details Source information: https://covid.sd.gov/docs/2020-30.pdf",,SD
2020-07-03,non-essential businesses,stop,"Policy_Details: retail stores, malls, professional office buildings open at 100% capacity  Phase Level: 4, Phase Details Source information: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage4.pdf",5.0,IN
2020-05-28,shelter in place,stop,"



On 5/15 Cuomo extended the SIP until 5/28, although ""a handful"" of areas can start reopening.  https://www.npr.org/sections/coronavirus-live-updates/2020/05/15/856763580/new-york-extends-stay-at-home-order-allows-some-areas-to-begin-reopening",,NY
2020-06-01,non-essential businesses,stop,"Policy_Details: Main Street and retail businesses can become operational with reduced capacity and
where strict physical distancing protocols can be maintained.
Outdoor recreation can become operational if sites adhere to strict physical distancing
between groups and exercise frequent sanitation protocols if public facilities are open.
Organized youth activities can consider becoming operational if physical distancing
guidelines can be implemented. (Organized youth activities should avoid gathering in groups of more than 10 people in circumstances that do not readily allow for appropriate physical
distancing.) Phase Level: 1, Phase Details Source information: https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977",,MT
2020-05-29,shelter in place,stop,State Policy End,,IL
2020-12-15,outdoor and recreation,stop,Policy_Details: Commercial fishing harvesters must be screened upon arrival to worksite and screenings must be documented. Crew members follow the proper quarantine procedures depending on the type of travel.    Source information: https://covid19.alaska.gov/wp-content/uploads/2020/11/Outbreak-Health-Order-No-5-Appendix-03-Independent-Commercial-Harvesters.pdf,,AK
2020-06-25,non-essential businesses,stop,Policy_Details: Personal Care: Social Distancing   Source information: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.06.10.pdf,,IA
2020-04-24,shelter in place,stop,"Health Mandate 016, the Reopen Alaska Responsibly Plan, Phase I-A, goes into effect on April 24. The order allows restaurants to resume dine-in service and retail shops and other businesses to reopen, subject to limitations.",,AK
2020-06-30,phase 2,stop,"Policy_Details: Phase 2: Gov. Beshear announced the second phase of reopening the commonwealth’s economy
All businesses should follow the 10 rules of staying healthy at work as well as industry-specific guidance, which will be issued as soon as possible. The new tentative dates for reopening are: May 9 - houses of worship open to 33%
May 22 – Restaurants, with limited 33% capacity and outdoor seating, May 25 - reopening of personal care establishments 
June 1 – Movie theaters, fitness centers June 10 - houses of worship to 50%
June 11 – Campgrounds, public and private
June 15 – Child care, with reduced capacity; and potentially low-touch and outdoor youth sports
The Governor added that Phase 3 is coming July 1 with bars, with limitations, and gatherings up to 50 people allowed. Phase Level: 2, Phase Details Source information: https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=156, https://govstatus.egov.com/ky-healthy-at-work",,KY
2020-06-09,phase 2,stop,Policy_Details: Slight loosening of policies especially for restaurants and bars.   Source information: https://mn.gov/governor/assets/EO%2020-63%20Final_tcm1055-433759.pdf,4.0,MN
2020-06-20,non-essential businesses,stop,"Policy_Details: hair salons open  Phase Level: 1, Phase Details Source information: https://portal.ct.gov/-/media/Office-of-the-Governor/News/20200526-Governors-Reopen-Report.pdf?la=en",3.0,CT
2020-10-16,phase 2,stop,"Policy_Details: *phase numbers not used to describe NM reopening: New Mexico Secretary of Health Kathy Kunkel this week issued a public health order that amended previous health orders (most recent 9/3) with limited to no changes and is effective 9/18 to 10/16.  Added restriction to public swimming pools of no more than 10 people using concurrently (before, limited to lane swimming/lessons) splash areas remain closed. All other restrictions on mass gatherings (10 persons+, prohibited) food and drink, outdoor and recreation, schools, non essential businesses and retail remain the same.  No new notes on mask requirements.    Source information: https://cv.nmhealth.org/wp-content/uploads/2020/09/091820-PHO.pdf",,NM
2020-06-30,outdoor and recreation,stop,"Policy_Details: community sports & day camps resume ; coastal state parks, campgrounds, & RV parks open 
 Phase Level: 2, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine ; Executive Order No. 55 FY 19/20 : https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20to%20Further%20Implement%20the%20Restarting%20Plan.pdf",3.0,ME
2020-05-15,shelter in place,stop,"Stay at home, effective at 5 p.m. EDT, March 25 until April 15. On April 10, extended to May 15.",,VT
2020-05-20,shelter in place,stop, https://kentucky.gov/Pages/Activity- Retail and worship reopening 5/20,,KY
2020-05-04,phase 1,stop,"Policy_Details: elective procedures resume ; 1 person may accompany patient  Phase Level: 1, Phase Details Source information: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage1.pdf",5.0,IN
2020-06-30,phase 3,stop,"Policy_Details: operational, professional, and firearm licenses/certifications/permits expired during public health emergency extended to June 30 
 Phase Level: 3, Phase Details Source information: https://www.in.gov/gov/files/Executive%20Order%2020-31%20Additional%20Extensions%20of%20Time.pdf",5.0,IN
2020-05-08,shelter in place,stop,State Policy End,,PA
2020-06-30,non-essential businesses,stop,"Policy_Details: lodging open to Maine residents and out-of-state residents who have completed 14-day quarantine  Phase Level: 2, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine ; Executive Order No. 55 FY 19/20 : https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20to%20Further%20Implement%20the%20Restarting%20Plan.pdf",3.0,ME
2020-06-07,outdoor and recreation,stop,"Policy_Details: Phase 2 of the ""Ad Astra"" plan.   Phase Level: 2, Phase Details: Mass gatherings of more than 15 individuals will be prohibited;

All businesses and activities slated to open during Phase 2 will be allowed, with the exception of bars, night clubs and swimming pools. These will be moved to Phase 3;

Businesses and activities that will be allowed to open in Phase 2 include:

Recreational organized sports facilities, tournaments and practices will be allowed to begin on Friday, May 22, and must adhere to social distancing requirements and follow Parks and Recs guidelines, which can be found on covid.ks.gov;

Community Centers will be allowed to open, except for indoor and outdoor swimming pools;
Indoor leisure spaces such as arcades, trampoline parks, theaters, museums and bowling allies will be allowed to open on May 22;

State-owned-and-operated casinos will be allowed to open once their re-opening plan has been approved by the Kansas Department of Health and Environment;

In-person group exercise classes will be allowed to begin with groups of no more than 15 at a time. Locker rooms remain closed except for restroom facilities;

Everything opened in Phase 1 and Phase 1.5 remains open pursuant to the restrictions outlined in Executive Order 20-34. Source information: https://governor.kansas.gov/wp-content/uploads/2020/05/EO-20-34-Implementing-Phase-2-Executed.pdf",,KS
2020-08-31,phase 3,stop,"Policy_Details: Governor Burgum ordered that all North Dakota law enforcement agencies and private sector businesses operating must recognize any North Dakota driver's license or motor vehicle registration that expired on or after March 1, 2020 Phase Level: 3, Phase Details Source information: https://www.governor.nd.gov/sites/www/files/documents/executive-orders/Executive%20Order%202020-36.pdf",,ND
2020-05-15,shelter in place,stop,State Policy End,,NV
2020-12-31,phase 2,stop,"Policy_Details: Currently at 20% hospitalization. Indoor gatherings limited to 25% occupancy, parties of 8 with 6 ft. separation between parties. Outdoor gatherings limited to 100% occupancy, parties of 8 with 6 ft. separation between parties. Elective surgeries: All inpatient Class D & E surgeries postponed.   Source information: http://dhhs.ne.gov/Documents/DHM-Measure-Table-ENGLISH.pdf",4.0,NE
2020-05-22,phase 1,stop,"Policy_Details: Executive order signed by governor, statewide Cooper signed an executive order modifying the stay-at-home order and transitioning the state into Phase 1 of easing restrictions, effective 5:00 p.m. on May 8. The order will last until at least May 22. The modified order removes the distinction between essential and nonessential businesses. Retail businesses may operate at 50% capacity and must implement health and safety measures for workers and customers. Cloth face coverings are recommended for workers, and teleworking is encouraged whenever possible. In Phase 1, restaurants remain limited to drive-through, takeout and delivery service. Bars, personal care businesses, entertainment venues and gyms will stay closed. Child care facilities can be open during Phase 1, subject to strict cleaning protocols, to serve families of parents who are working or looking for work. Summer day camps can operate in compliance with state guidelines. Phase Level: 1, Phase Details Source information: https://files.nc.gov/governor/documents/files/EO121-Stay-at-Home-Order-3.pdf",3.0,NC
2020-06-25,entertainment,stop,Policy_Details: Movie theaters and Performance Venues open with social distancing.    Source information: https://quincy-network.s3.ca-central-1.amazonaws.com/wp-content/uploads/sites/4/2020/06/Iowa-Public-Health-Proclamation-2020.06.10-50-capacity-lifted.pdf,,IA
2020-05-03,shelter in place,stop,State Policy End,,MO
2020-04-26,shelter in place,stop,"Stay at home, effective 6:00 a.m. MDT, March 26 until at least April 11. On April 6, extended to April 26",,CO
2020-09-30,manufacturing,stop,"Policy_Details: Governor Brian Kemp issued Executive Order on 9/15, providing additional guidance for Empowering a Healthy Georgia in response to COVID-19. Specific guidelines within order for different types of businesses.    Source information: https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders",,GA
2020-04-30,shelter in place,stop,"Stay at home, effective April 4 at 5 p.m.",,AL
2020-05-04,phase 3,start,Policy_Details: Stay at home order transitions to safer at home- only leave as necessary.    Source information: https://www.vi.gov/wp-content/uploads/2020/05/6th-Supplemental-Exececutive-Order-COVID-19.pdf,5.0,VI
2020-05-22,phase 2,start,"Policy_Details: Governor Ivey amended Safer at Home Order to reopen entertainment venues with restrictions, as well as athletic activities to resume.  Rules for camps, childcare, and schools.    Source information: https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf",,AL
2020-05-16,phase 1,start,"Policy_Details: All businesses are open but must establish and implement policies based on CDC guidance including: hygiene, intensify cleaning, physical distancing, protective equipment, limiting to 10 people when feasible. Phase Level: 1, Phase Details Source information: https://azgovernor.gov/sites/default/files/executive_order_2020-36_return_stronger.pdf",,AZ
2020-03-24,non-essential businesses,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",,WV
2020-03-23,phase 1,start,"Policy_Details: restaurants open for off-premises consumption only (in-house delivery, third-party deliver, drive-through, curbside pick-up, carryout) ;  public & private pre-K-12 schools, colleges, universities closed ; public parks, outdoor recreation areas, golf courses open ; gyms & playgrounds closed : spas, salons, barber shops, tattoo parlors closed ; suppliers of essential products open (i.e. healthcare, pharma, tech, biotech, chemicals, sanitization, agriculture, waste removal, food & beverage, transportation, energy, steel, petroleum, fuel, mining, construction, national defense, communications) Phase Level: 1, Phase Details Source information: https://www.in.gov/gov/files/Executive_Order_20-08_Stay_at_Home.pdf",5.0,IN
2020-05-22,entertainment,start,"Policy_Details: Governor McCaster Executive Order No. 2020-37: Entertainment venues and facilities (arcades, museums, aquariums, planetariums, indoor children’s play areas, and bingo halls) and venues operated by social clubs, and recreational and athletic facilities and activities previously deemed nonessential to be allowed to reopen    Source information: https://governor.sc.gov/sites/default/files/Documents/2020-05-21%20eFILED%20Executive%20Order%20No.%202020-37%20-%20Additional%20Modification%20of%20Non-Essential%20Business%20Closures.pdf",,SC
2020-06-16,phase 2,start,"Policy_Details: hotels & commercial lodging open ; restaurants open for indoor dining ; personal services resume ; gyms, sports, fitness & recreation facilities open ; movie theaters, places of public amusement open    Source information: https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7ZZ.pdf",,CT
2020-05-22,entertainment,start,"Policy_Details: Safer at Home order (amended/extended on May 22, 2020  by State Health Officer Scott Harris): large entertainment venues, including bowling alleys, arcades, casino, theaters and concert venues allowed to reopen    Source information: https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf",,AL
2020-05-27,manufacturing,start,"Policy_Details: The new order clarifies that generally all businesses that are within the counties that have been moved to the low risk phase are operating if they can meet and adhere to the specific guidelines. For clarity, the order states symptom checking in public and business interactions should happen when feasible. 

The guidance for  K-12 education addresses the resumption of school activities, including sports, under jurisdiction of district and school authorities in adherence to indoor and outdoor guidelines. 

Regarding higher education, campuses may be open for in-person classes with increased cleaning and hygiene regimen.   Source information: https://coronavirus.utah.gov/governor-issues-executive-order-releasing-updated-guidelines-for-low-risk-phase-in-the-utah-leads-together-plan/",,UT
2020-03-25,shelter in place,start,"Stay at home, effective at 5 p.m. EDT, March 25 until April 15. On April 10, extended to May 15.",,VT
2020-06-08,phase 3,start,"Policy_Details: All business can reopen.
Mass gatherings up to 45 people.
Nonessential travel may resume.   Source information: https://covid.ks.gov/wp-content/uploads/2020/05/Reopen-Kansas-Framework-v7.pdf",,KS
2020-04-27,entertainment,start,"Policy_Details: Governor amended executive order, statewide. bars, nightclubs remain closed for onsite operations.    Source information: https://publications.tnsosfiles.com/pub/execorders/exec-orders-lee29.pdf",,TN
2020-05-09,entertainment,start,"Policy_Details: entertainment establishments (i.e. theaters, cinemas, sporting events,concert venues, museums, zoos) remain closed 

 Phase Level: 1, Phase Details Source information: https://governor.ri.gov/documents/orders/Executive-Order-20-32.pdf",3.0,RI
2020-04-01,shelter in place,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",,DC
2020-05-20,non-essential businesses,start,"Policy_Details: Statement release from Office of the Governor, statewide On May 20, retail businesses may reopen.  Phase Level: 2, Phase Details Source information: https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=148",,KY
2020-06-15,manufacturing,start,"Policy_Details: Permitted activities and businesses included emergency health care, essential construction, manufacturing, and essential retail, including grocery stores and pharmacies.   Source information: https://covid19.nj.gov/faqs/nj-information/reopening-guidance/when-and-how-is-new-jersey-lifting-restrictions-what-does-a-responsible-and-strategic-restart-of-new-jerseys-economy-look-like",,NJ
2020-10-08,phase 3,start,"Policy_Details: Indoor private gatherings (e.g. weddings, office meetings, parties) – 50% capacity, capped at 100 people (including front of house staff) 
Note: Gatherings at private residences are capped at 25
Outdoor private gatherings (e.g. weddings, reunions, parties) – capped at 150 people    Source information: https://portal.ct.gov/DECD/Content/Coronavirus-Business-Recovery/Sector-Rules-and-Certification-for-Reopen",4.0,CT
2020-06-12,phase 4,start,"Policy_Details: gatherings up to 250 persons ; businesses required to develop a plan addressing, at minimum, (i) employee health screening, (ii) cleaning/disinfecting protocols, (iii) employee/customer/client hygiene (i.e. hand sanitizer), and (iv) face coverings & social distancing (6 ft) 
   Source information: https://www.in.gov/gov/files/Executive%20Order%2020-32%20(Stage%204).pdf",,IN
2020-05-15,phase 1,start,"Policy_Details: Edwards announced that Louisiana will be in Phase 1 of reopening from May 15 through June 5. The stay-at-home order will lift, though high-risk individuals are encouraged to stay home. All individuals must wear face coverings, practice good hygiene and maintain six feet of distance from non-household members. Certain nonessential businesses can open with occupancy limits. Employers are encouraged to continue allowing employees to telework whenever possible.
In Phase 1, the following businesses can open at 25% capacity with sanitation protocols and spacing for physical distancing: gyms, fitness centers, theaters, places of worship, barber shops, nail salons, hair salons, bars serving food, casinos and video poker, museums, zoos and aquariums. Massage parlors, bars without food permits, tattoo parlors, amusement parks, contact sports, playgrounds, theme parks, adult entertainment venues and other similar businesses will remain closed. Phase Level: 1, Phase Details Source information: https://gov.louisiana.gov/assets/Proclamations/2020/58-JBE-2020.pdf",3.0,LA
2020-05-01,entertainment,start,"Policy_Details: ""Indoor gyms and recreation facilities remain closed, develop plans for reopening and ability to meet protocol business protocols in order to open in stage 2.  Hair salons remain closed, develop plans for reopening and ability to meet business protocols in order to open in stage 2.  	Large venues (e.g., movie theaters and sporting venues) are closed.    Restaurants dining rooms remain closed, develop plans for reopening and ability to meet business protocols in order to open in stage 2.    Bars and nightclubs remain closed.""   Source information: https://rebound.idaho.gov/wp-content/uploads/2020/05/opening-up-guidlines_rev051420.pdf",,ID
2020-06-15,non-essential businesses,start,"Policy_Details: Governor Carney announced Phase 2 of Delaware's reopening will begin June 15, 2020
INDIVIDUAL GUIDELINES
-Cloth coverings must be worn
-Non-household members must maximize social distancing
-All individuals in public (parks, outdoor recreation areas, shopping, etc) must social distance
-Indoor gathering limit: 50 people but social distance from non-household members
-Places operating at 30% occupancy under Phase 1 can move to 60% occupancy 
-Exercise facilities and personal care services (hair, tanning, tattoo, massage, nail, brow, spas) to remain at 30% occupancy
-Fully unenclosed outdoor gatherings of up to 250 people are permitted
-Leisure travel should be avoided but may resume under general guidance
-All vulnerable individuals should continue to shelter in place
BUSINESS GUIDELINES
-Common areas where people can congregate must remain closed
-Employees/customers have responsibility to self-quarantine if they think they may be sick
-Teleworking is encouraged
-All surfaces touched by customers must be disinfected by EPA-approved disinfectant every 15 minutes to 2 hours 
-Employees required to go to work should perform daily health work 
-All employees must wash hands throughout the day and use hand sanitizer and social distance from other employees
-Businesses must make hand sanitizer available to employees and patrons (hand sanitizer must be 60% ethanol and 70% isopropanol 
-Downtime should be given between shifts and after closing for cleaning 
-Employees must post signs about how to stop spread of COVID-19, hand hygiene, and wear a face covering  Phase Level: 2, Phase Details Source information: https://governor.delaware.gov/wp-content/uploads/sites/24/2020/06/Delaware-Economic-Reopening-PHASE-2.pdf",,DE
2020-07-01,phase 3,start,"Policy_Details: Gatherings of more than 50 people are prohibited 
Events not specifically identified by name or type within this order may allow indoor and outdoor gatherings of more than 50 people but no more than 250 people Phase Level: 3, Phase Details Source information: https://covid19.wyo.gov/governors-orders",,WY
2020-04-30,outdoor and recreation,start,"Policy_Details: New Mexico's stay at home restrictions were modified on April 30, with an extension of the state's stay-at-home order in place until May 15.
New Mexicans must remain home except for outings essential for health, safety and welfare, especially elderly and vulnerable individuals. If you must leave home, gatherings of more than five people remain prohibited and 6 feet of physical distance from others must be maintained.
Large retailers like big-box stores and grocery stores will continue operating at 20 percent capacity as determined by fire code.
Locations and services where high-intensity contact is unavoidable – such as gyms – will remain temporarily closed. Limited in-person operations for those types of businesses could be included in the next modification of the public health order, as soon as early June, depending on New Mexico’s rate of COVID-19 transmission, testing capacity and other gating criteria.
WHAT WILL CHANGE BEGINNING MAY 16:
Additional state parks and certain outdoor recreation guides with COVID-Safe Practices;
Masks will be required of everyone in public places, with exceptions for eating, drinking and exercising and medical requirements.   Source information: https://cv.nmhealth.org/2020/05/13/stay-at-home-order-extended/",,NM
2020-05-01,phase 2,start,"Policy_Details: 10-person essential gatherings & religious services ; remote learning in P-12 schools & higher education, child care in groups of 10 for essential workers ; walking, hiking, biking, boating, fishing permitted ; golf courses & select state parks open ; essential maufacturing only ; bars & restaurants open for delivery, pickup, drive through only ; personal care services & health clubs closed ; essential stores open with restrictions, non-essential stores open for delivery & curbside pickup only  Phase Level: 2, Phase Details Source information: https://coronavirus.illinois.gov/sfc/servlet.shepherd/document/download/069t000000BadS0AAJ?operationContext=S1",5.0,IL
2020-05-04,outdoor and recreation,start,"Policy_Details: campgrounds & interior state parks open
 Phase Level: 1, Phase Details Source information: https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-40.pdf",,NH
2020-05-15,non-essential businesses,start,"Policy_Details: statewide stay at home order lifted by governor. Edwards announced that Louisiana will be in Phase 1 of reopening from May 15 through June 5. Certain nonessential businesses can open with occupancy limits. Employers are encouraged to continue allowing employees to telework whenever possible. Phase Level: 1, Phase Details Source information: https://gov.louisiana.gov/assets/Proclamations/2020/58-JBE-2020.pdf",3.0,LA
2020-05-01,outdoor and recreation,start,"Policy_Details: Stay at home order ended by governor on april 30th, statewide. Executive order to enter phase one.  Texas' stay-at-home order ended April 30. Gyms and exercise facilities are permitted to reopen on May 18 at 25% capacity with guidelines, and must keep social distancing and sanitation requirements in mind. There have been no further announcements of how Texas will further ease restrictions. Public swimming pools remain closed. Phase Level: 1, Phase Details Source information: https://gov.texas.gov/uploads/files/press/EO-GA-18_expanded_reopening_of_services_COVID-19.pdf",,TX
2020-06-10,non-essential businesses,start,"Policy_Details: Beauty salons, barber shops, tattoo parlors, tanning salons, massage parlors, establishments that provide esthetic services or provide nail technician services may open 
All customers over age of 2 are required to wear face coverings while inside any personal service establishment 
Require staff to wear face coverings in areas open to general public
Provide services on an appointment basis only
Not allow the # of people in personal service establishment to exceed 50% of establishment's maximum occupancy
Clean and disinfect area in which service are performed after services are completed Phase Level: 2, Phase Details Source information: https://governor.maryland.gov/wp-content/uploads/2020/06/Gatherings-NINTH-AMENDED-6.10.20.pdf",,MD
2020-03-24,shelter in place,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",,MA
